,comment
18887,과거부터 쭉 국민은행 주 거래였습니다 매우 간편하고 직관적인 부분이 많아 사용하기 편리합니다 불편한 점도 있습니다 1 오픈뱅킹의 경우 총합계를 매번 클릭해야 볼 수 있는 불편함이 있습니다 2 이체 시 현재 잔고를 확인하는데  버튼을 눌러야만 보이고 이체 금액을 입력하다 보면 한 화면에 잔고와 이체 금액이 함께 보이지 않아 불편합니다 3 오픈뱅킹으로 타은행 잔고에서 이체 시 국민은행으로만 가능한 점이 불편합니다 이 정도가 개선을 요청하는 사안이며 앞으로도 늘 발전하는 국민은행 스타뱅킹이 되기를 바라봅니다
18888,앱에 사용성이 좋고 무엇보다도 오류가 많지 않아서 편하게 사용하고 있습니다
18889,굿
18890,노란색 계열이라 시인성이 좋고 보기도 좋습니다 로그인 방식이 다양해서 사용하기 편합니다 빠른 이체 등 기능이 많아 좋습니다
18891,오랫동안 거래한 은행이라 앱을 통해 편하게 이용하고 있습니다 이전에 입금내역을 이용금액을 내고 문자로 받아보다가 앱을 깔고 무료로 내역을 받아볼 수 있어 좋아요
18892,사용하기 편해요
18893,항상 깔끔한 UI에 사용하기 쉬운 구성이라 너무 잘 사용하고 있습니다
18894,편리하고 좋아요
18895,사용하기 편하고 좋아요
18896,잘 사용하고 있어요 가끔 이유 없이 로그인과 동시에 꺼지는 부분은 확인이 필요할 거 같아요
18897,사용하기 간편합니다
18898,사용하기 편리한 앱이라 불편함이 없네요
18899,주거래은행이라 변함없어 잘 사용하고 있어요 이체도 편하고 이벤트도 많이 해서 너무 좋아요 당첨은 잘 안되지만  그래도 계속 도전 도전 앞으로도 변함없이 쭉 믿음 주는 은행이 되길 바랍니다
18900,주 거래 예금으로 오랫동안 kb와 함께 했네요 어플 자체는 다른 금융사 어플들과 비교했을 때 속도 디자인 간편성 등등 모두 사용하기 좋습니다 다만 최근에 이사를 하며 자동이체 해지를 하려고 했는데 내역이 조회가 안되는 문제가 있어서 은행 창구까지 가서 1시간 이상을 허비했네요 이런 점들이 보완되어 모바일로 처리할 수 있는 기능이 더 많아지면 좋겠습니다
18901,앱 색상이 보기 편한 색감이고 사용감이 좋아 눈이 편해지는 느낌입니다 색감이 좀 더 다양하면 좋겠네요
18902,보기 쉽게 만든 UI 편하게 스마트뱅킹 사용하고 있습니다
18903,좋아요
18904,인증서 패턴으로 하는 게 너무 편하고 송금이 너무 간편해서 여기만 들어옵니다 앞으로도 이렇게 사용자 중심 서비스 부탁해요
18905,주거래은행이라 오랫동안 사용했습니다 이벤트도 종종 하고 내 계좌끼리 이체하는 일이 많은데 편해서 좋습니다 종종 오류도 있지만 다른 곳들도 비슷한 것 같아요
18906,사용하기 편하도록 갈수록 진화하고 있는 점이 만족스럽네요 로그인이나 이체 비밀번호 사용이 편한 만큼 보안에 취약하지 않을까 하는 염려가 되는데 그 부분만 더 신경 써주시면 좋겠습니다
18907,자주 사용하는 앱이에요 로그인 방식이 간편하게 되어있어서 편리하고 빠른 이체 서비스 이용이 좋아요 그런데 어플 종류가 많아서 정리가 되었으면 하는 바람도 있어요
18908,은행에 가지 않아도 거의 모든 은행 업무를 볼 수 있어 좋아요
18909,펀드 상품몰에서 펀드 찾기가 좀 번거로운 거 말곤 좋습니다
18910,국민은행 이용자로써 너무 잘 사용하고 있어요
18911,계속 업데이트되면서 조금씩 화면 보기가 편해졌어요 특히 이체 버튼이 맨 앞에 나와있는 점이 제일 맘에 들어요 아무래도 뱅킹은 이체하려고 켜는 경우가 많은데 이 버튼이 제일 크게 위에 떠 있어서 쓰기 편해요
18912,깔끔하고 좋아요 이벤트도 많고 20대 초반부터 쭉 이용하는 중 패턴 로그인 도 너무 편하고 좋아요
18913,사용하기 깔끔합니다 오래 이용한 고객으로 줘 은행 업무 배너 찾기 쉽고 이용 편합니다
18914,국민은행만 이용하는데 사용하기 편해요
18915,국민은행이 주거래 은행이라서 사용 중인데 로그인이 안 되다가 다시 잘 사용하고 있어요 번호표도 미리 뽑을 수 있고 송금 계좌이체 모두 편 피해서 너무 잘 이용하고 있어요 궁금한 점이 있음 채팅으로도 문의할 수 있어서 좋네요
18916,사용하기 간편합니다
18917,필요한 기능을 간편하게 쓸 수 있어 편리함
18918,예전에 비해 거래절차가 많이 간소화된 것이 맘에 듭니다
18919,사용하기 편리해서 좋어요
18920,십 년 넘게 국민은행 쓰고 있는데 점점 더 좋아져갑니다 보통 계좌이체 많이 하는데 빠른 이체 기능 덕분에 디렉트로 이체되더라고요 더 뛰어난 기능 앞으로 기대합니다
18921,제가 써본 은행 앱 중에는 제일 편하고 한눈에 들어오는 ui가 좋았어요
18922,다양한 업무가 가능해서 편해요
18923,가게 장사하면서 항상 스타뱅킹 앱을 이용하고 있어요 너무 편하고 좋아요
18924,국민은행 사용자라면 필수 어플이죠 이용하기 쉽고 편리합니다
18925,이벤트 알림 활성화
18926,간편해서 잘 이용하고 있어요 포인트도 쏠쏠해요
18927,앱이 전체적으로 깔끔하고 UI가 편리한 편입니다 속도도 다른 은행에 비해 빠른 편이고 앞으로 계속 사용할 것 같습니다
18928,kb 앱 항상 잘 사용 중입니다 무엇보다 간편 로그인과 간편 이체 굿
18929,좋아요 국민 카드도 적금도 청약도 잘 쓰고 있네요 수고
18930,한눈에 들어오는 목차와 정렬이 kb 뱅크만 이용하게 되는듯합니다 그 외 필요에 따라 리브 리브 메이트 온등 여러 가지 필요성에 따라 쉽게 접근과 적응할 수 있도록 되어있고 앱 연동할 수 있게 하는 점과 홍보와 이벤트 마케팅이 타은행에 비해 월등합니다
18931,일단 주로 이용하는 은행이라 거부감이 없었고 지문인식이 편리하고 빨라서 좋습니다 노란 색상도 눈에 띄는 친근함이 있어 좋습니다 사용하지 않을 때엔 몰랐는데 일단 사용해 보니 앞으로는 은행 대면보다는 이렇게 비대면으로 업무 보는 것이 훨씬 많아질 것 같습니다 확실히 빠르고 편하네요
18932,딱 필요한 기능은 바로 사용할 수 있게 하단에 배치되어 있어 좋아요 내 계좌로 이체하면 오티피 카드 없이 바로 이체되어서 편하고 단점이라면 국민은행 관련 어플이 너무 많아요 리브 리브 메이트 마이 머니 등등 너무 많아서 차라리 합칠 건 합치고 해야 할 거 같아요
18933,영업점 상담 예약 기능 유용하게 잘 쓰고 있어요 펀드 같은 경우 연간 수익률 추세를 그래프식으로 보여주면 더 좋겠습니다
18934,편하고 좋아요 실시간 사용내역도 확인 가능하고 어플로 할 수 있는 것들이 많네요
18935,국민은행을 주로 사용하는 사용자로서뿐만 아니라 은행 앱 중에서 UI UX 모든 면에서 편한 것 같다
18936,한눈에 보기도 좋고 당행뿐 아니라 오픈뱅킹 이용이 진짜 편하고 좋아요 이벤트도 많고 잘 쓰고 있습니다
18937,전체 계좌를 한눈에 보고 이용할 수 있어서 pc보다 편리해요 신탁계좌 이용 시엔 메모나 통장 표기사항 변경 등 이용 가능하게 바뀌면 더 좋을 것 같아요
18938,일단 ux 적인 관점에서 손가락으로 터치할 수 있는 영역에 레이아웃과 직관적인 예금의 상태나 접근 방식이 꽤 세련되어 보입니다 로딩 프로 그래프도 나름 아이덴티티가 좋고요 하지만 메인 페이지에 조금 더 개인화된 영역이 조금 더 추가되는 ui를 고민해보셔도 될 거 같고 한계적인 부분이겠지만 토스나 최근 은행 관련 앱들처럼 로딩 속도 향상 및 레이어 백그라운드 같은 경우도 제공 레이어와 같이 뜨는 작은 부분들이 앱의 퀄리티를 낮게 하는 요인이 될 수 있으니 참고해주시면 좋을 거 같네요  그냥 필요 앱으로 사용하는 거라 크게 신경 쓰이진 않지만 지속적으로 보면 피로할 수도 있어 보입니다 하지만 짜임새 있는 앱은 맞는 거 같습니다 지속적으로 업데이트 및 업그레이드 부탁드려요
18939,불편함 없이 늘 잘 사용하고 있어요
18940,홈 화면보다 그 옆 버튼 계좌조회를 많이 이용합니다 우선 잔액이 맨 위에 있어 빠른 확인이 가능해서 좋아요 또 다른 금융도 연동하면 한 번에 볼 수 있는 게 가장 편하고요 불편한 건 국민은행 관련 어플이 많아서 정리가 안 된 느낌이에요 복잡해요
18941,복잡할 수 있는 어플 사용이 이 어플로 여러 가지 방면에서 편리해졌어요 공인인증서 없어지고 나서는 더더욱이요
18942,주거래 은행으로 항상 사용 중입니다 노란색이 밝고 상쾌한 느낌이 들어요 안에 내실이 돈 빵빵하면 좋은데 잘 쓰고 있어요
18943,앱 사용이 쓰면 쓸수록 편리하고 잘 정돈되어 있어서 메뉴 보기에도 이해가 잘되어 불편함 없이 잘 사용하고 있네요 
18944,오랫동안 함께 해온 은행이라서 자주 이용하고 있습니다 아이콘 색상부터 눈에 잘 들어와서 찾기 쉽고 이용하는데 불편함도 없어요
18945,인터넷 뱅킹으로만 사용하다가 올해 금융 인증서 사용하기 위해 앱 깔고 금융 인증서 받아서 사용하고 있는데 다양한 이벤트도 쏠쏠하고 타은행 계좌관리도 잘 돼있고 이체 수수료도 무료에 깔끔한 디자인 그리고 뭣보다 금융 인증서를 여러모로 사용할 수 있어서 편리하네요
18946,편해요
18947,전 계좌를 한눈에 볼 수 있어서 편하네요 대출 적금 예금 잔고까지 너무 잘 쓰고 있습니다
18948,사용하기 편한 접근성과 찾기 쉬운 메뉴 구성 예전보다 빨라진 속도 그리고 재미난 이벤트까지  앞으로 더욱 좋아질 수 있도록 업그레이드 부탁드립니다
18949,잘 쓰고 있습니다
18950,앱이 가끔 느릴 때 빼고는 편하긴 해요 근데 앱을 하나로 통합은 힘든가요 KB 앱만 몇 개인지
18951,앱으로 간편하게 사용할 수 있어서 좋아요
18952,뱅킹 잘 쓰고 있습니다
18953,편하고 오류 없이 잘 사용하고 있습니다
18954,진정으로 편리하게 잘 만든 앱입니다 은행이 통체로 내 폰에 들어있는 것처럼 느껴집니다
18955,입출내역에 대해 바로바로 알림이 떠서 좋다 이벤트도 많다
18956,KB 이용하라 돈이 들어온다 후 후후후
18957,은행 업무하기 편리하네요
18958,주거래은행이어서 사용하는 게 많지만 최근 앱 추세와 반대로 가는 경향이 있어서 걱정됨 앱 개발자 일 안 줄이려고 해서 그런 건지 모르지만 kb 관련 앱이 너무 많음 은행 카드 페이에서 꼭 필요한 기능만 빼서 리브로 통합하고 사용하도록 하는 게 캐주얼하게 쓰는 사람에게 더 환영받을 것 같습니다
18959,한눈에 보기 좋아 찾고자 하는 항목을 손쉽고 간편하게 볼 수 있어 좋아요 복잡하지 않은 점이 가장 좋은 것 같아요 모든 계좌 타은행 조회도 한 번이 가능해 좋아요
18960,편하고 보기 쉬워요
18961,이용이 매우 편리하고 디자인도 이쁨
18962,믿고 쓰는 국민은행만 이용합니다
18963,너무너무 편리해요
18964,몇 년째 잘 사용하고 있어요 입출금 내역도 보기 편하고 좋아요
18965,시인성도 좋고 직관적이고 사용하기 편해 좋아요
18966,빠른 이체와 같은 뱅킹 업무 버튼이 앱 홈 화면 바로 밑에 있어서 접근성이 편해서 좋아요 다만 앱에서 바로 이벤트 페이지 들어가는 건 목록 열고 찾는 게 조금 귀찮은 점도 있네요 한 가지 확실한 건 은행 업무 면에서는 깔끔해서 편해요
18967,은행 이용 안 한 지 꽤 됐네요 계좌이체 너무 편해요
18968,사용 편리하고 믿음이 가니까 KB
18969,화면구성의 색감이 타은행보다 산뜻하고 덜 촌스럽다
18970,언제나 믿고 쓰는 kb국민은행 스타뱅킹 앞으로 평생 즐겨 사용하겠습니다
18971,빠른 이체 기능을 아주 잘 활용하고 있습니다 필요한 기능들이 직관성 있게 구성되어 있어서 편리합니다 앱도 안정성 있게 구동되는 편이어서 좋고 본인 인증도 여러 가지 방법으로 쉽게 설정할 수 있어서 마음에 듭니다
18972,국민은행 최고
18973,은행에 가지 않고 업무를 볼 수 있어 너무 편리해요
18974,타 은행 앱에 비해 보기 편하게 잘 되어있고 제가 익숙해진 건지 한눈에 보기도 좋은데 이벤트 페이지는 찾는 데 좀 오래 걸려 결국 검색으로 찾았습니다 그래서 별점 하나 뺐습니다 그리고 리브 리브 메이트 등 국민은행 관련한 앱을 하나로 통합할 순 없나요
